ID,Name
10,"Klose, Miroslav"
65,"Berbatov, Dimitar"
70,Emerson
132,"Rosicky, Tomas"
532,"Pizarro, Claudio"
1397,"Owen, Michael"
1725,"Christiansen, Jesper"
2904,"Marquez, Rafa"
3111,"Zidane, Zinedine"
3140,Ronaldo
3160,"Terry, John"
3182,"Cole, Ashley"
3188,"Wiltord, Sylvain"
3202,"Toure, Kolo"
3216,"Baros, Milan"
3220,"Riise, John Arne"
3332,"Rooney, Wayne"
3333,"Milner, James"
3366,Kaka
3373,Ronaldinho
3394,"Solskjaer, Ole Gunnar"
3396,"Keane, Roy"
3408,"Forlan, Diego"
3411,"Aimar, Pablo"
3415,"Salas, Marcelo"
3446,"Figo, Luis"
3522,"Shevchenko, Andriy"
3603,"Nedved, Pavel"
3876,"Cole, Joe"
3878,"Carrick, Michael"
3924,"Drogba, Didier"
3966,"Cisse, Djibril"
3979,"Casillas, Iker"
3994,"Makaay, Roy"
4072,"Crouch, Peter"
4182,"Makelele, Claude"
4257,"Eto'o, Samuel"
4276,"Tevez, Carlos"
4357,"Huntelaar, Klaas-Jan"
5198,"Cocu, Phillip"
5757,"Zambrotta, Gianluca"
5800,Dida
5803,"Maldini, Paolo"
5813,"Gattuso, Gennaro"
5818,"Ambrosini, Massimo"
5876,Adriano
5878,"Gilardino, Alberto"
5938,"Samuel, Walter"
5947,"De Rossi, Daniele"
5980,"Toni, Luca"
7349,Raul
7476,"Alonso, Xabi"
7514,"Helguera, Ivan"
7518,Roberto Carlos
7520,"Cambiasso, Esteban"
7530,Guti
7531,"Morientes, Fernando"
7589,"Valdes, Victor"
7663,Joaquin
7767,"Torres, Fernando"
7825,"Reina, Pepe"
8019,Simao
8198,"Ronaldo, Cristiano"
9828,"Carvalho, Ricardo"
12249,"Banega, Ever"
12563,"Pandev, Goran"
13556,"Cahill, Tim"
14942,"Srna, Darijo"
15511,Robinho
15956,"Navas, Jesus"
16306,Casemiro
16911,"Schmeichel, Kasper"
17259,"Neuer, Manuel"
18301,Maicon
18922,"Benzema, Karim"
18944,"Pique, Gerard"
19981,"Mascherano, Javier"
20005,Papu Gomez
20506,"Guardado, Andres"
21369,"Turan, Arda"
22328,"Quagliarella, Fabio"
26485,"Boateng, Jerome"
27577,"Dempsey, Clint"
28003,"Messi, Lionel"
29260,"Chiellini, Giorgio"
29364,"Moutinho, Joao"
32467,"Rakitic, Ivan"
33481,Gervinho
33706,Nani
35207,"Reus, Marco"
35664,"Ozil, Mesut"
37666,"Vidal, Arturo"
38253,"Lewandowski, Robert"
38593,"Hamsik, Marek"
39152,"Falcao, Radamel"
40433,"Sanchez, Alexis"
42460,"Perisic, Ivan"
44352,"Suarez, Luis"
44716,"Marchisio, Claudio"
45146,"Balotelli, Mario"
45672,"Trapp, Kevin"
46580,"Kramaric, Andrej"
46741,David Luiz
48298,"Stindl, Lars"
49499,"Wijnaldum, Georginio"
50202,"Hazard, Eden"
50512,"Modeste, Anthony"
50570,"Lavezzi, Ezequiel"
50935,Chicharito
51471,"Kovacic, Mateo"
54781,"Otamendi, Nicolas"
54928,"Godin, Diego"
55089,"Baumann, Oliver"
55735,"Mkhitaryan, Henrikh"
56416,"Mertens, Dries"
57071,"Gulacsi, Peter"
58358,"Muller, Thomas"
58864,"Aubameyang, Pierre-Emerick"
65230,"Busquets, Sergio"
68290,Neymar
68863,"Icardi, Mauro"
69751,"Alba, Jordi"
73794,"Zapata, Duvan"
74230,"Sarabia, Pablo"
74418,"Martinez, Jackson"
80444,"Coutinho, Philippe"
80562,Hulk
82009,"Volland, Kevin"
91845,"Son, Heung-min"
91970,"Cuadrado, Juan"
93128,"Koulibaly, Kalidou"
94529,"El Shaarawy, Stephan"
95424,"Walker, Kyle"
105521,"Immobile, Ciro"
107010,"Savic, Stefan"
108390,"Courtois, Thibaut"
111196,"de Vrij, Stefan"
111455,"Xhaka, Granit"
119296,"Can, Emre"
122153,"Pogba, Paul"
128223,"Morata, Alvaro"
129083,"Zamorano, Ivan"
132098,"Kane, Harry"
139208,"van Dijk, Virgil"
140776,"Carrasco, Yannick"
153084,"Goretzka, Leon"
156617,"Brozovic, Marcelo"
159088,"Andrich, Robert"
161056,"Kimmich, Joshua"
164770,"Varane, Raphael"
166601,"Sule, Niklas"
167329,"Plea, Alassane"
167850,"Depay, Memphis"
177467,"Moreno, Gerard"
177907,"Maguire, Harry"
181375,"Haller, Sebastien"
181767,Marquinhos
182712,"Cancelo, Joao"
182906,"Maignan, Mike"
182913,"Rabiot, Adrien"
183288,"Shaw, Luke"
186590,"Stones, John"
197300,"Bernardeschi, Federico"
200512,"Mane, Sadio"
203853,"Zinchenko, Oleksandr"
204069,"Skriniar, Milan"
206040,"Jimenez, Raul"
207929,"Alli, Dele"
217111,"Ziyech, Hakim"
221322,"Gaya, Jose"
231289,Otavio
231572,"Semedo, Nelson"
238055,Rafa
241641,"Silva, Bernardo"
242086,"Schick, Patrik"
243714,"Coman, Kingsley"
249565,"Tielemans, Youri"
251664,"Toney, Ivan"
255508,"Williams, Inaki"
257814,"Kobel, Gregor"
264372,"Tsygankov, Viktor"
272642,"Saint-Maximin, Allan"
277179,Angelino
283628,"Soucek, Tomas"
283735,"Zaccagni, Mattia"
284857,"Cucurella, Marc"
287579,"Amrabat, Sofyan"
294057,"Maddison, James"
294808,"Kessie, Franck"
314875,"Bowen, Jarrod"
315779,"Pulisic, Christian"
315858,"Donnarumma, Gianluigi"
316125,"Chilwell, Ben"
321528,"Dumfries, Denzel"
324358,"Watkins, Ollie"
326029,"Malen, Donyell"
339808,"Hernandez, Theo"
340329,"Willock, Joe"
341092,"Chiesa, Federico"
342385,"Rodriguez, Guido"
351816,"Bennacer, Ismael"
354361,"Anguissa, Frank"
357119,"Konate, Ibrahima"
357147,"Dalot, Diogo"
357153,"Costa, Diogo"
357164,"Leao, Rafael"
360518,"Koopmeiners, Teun"
361914,"Aguerd, Nayef"
365172,"Daka, Patson"
368887,"Openda, Lois"
371998,Vinicius Junior
375885,"Sangare, Ibrahim"
378710,Richarlison
387626,"Bailey, Leon"
397033,"Tonali, Sandro"
398073,"Hakimi, Achraf"
399776,"Torres, Pau"
401173,"Sancho, Jadon"
401356,"Alvarez, Edson"
401922,"Chukwueze, Samuel"
405885,"Raspadori, Giacomo"
411295,Raphinha
413112,"Tchouameni, Aurelien"
418560,"Haaland, Erling"
420243,"Timber, Jurrien"
424204,"Davies, Alphonso"
434675,"Gakpo, Cody"
435772,"De Ketelaere, Charles"
442531,"Mendy, Edouard"
442891,"Terrier, Martin"
451276,"Szoboszlai, Dominik"
454567,"Kokcu, Orkun"
463618,"Thuram, Khephren"
466810,"Fati, Ansu"
470607,"Johnson, Brennan"
475411,"Fofana, Wesley"
478573,"Gravenberch, Ryan"
480267,"Araujo, Ronald"
480762,"Martinez, Lisandro"
485706,"Onana, Amadou"
487969,"Kolo Muani, Randal"
503733,"Gordon, Anthony"
513245,"Lindstrom, Jesper"
533738,"David, Jonathan"
534033,"Mac Allister, Alexis"
550550,"Ramos, Goncalo"
552057,"Hlozek, Adam"
553875,"Porro, Pedro"
557459,"van de Ven, Micky"
565822,"Elliott, Harvey"
566723,"Olise, Michael"
566931,"Simons, Xavi"
571020,"Sancet, Oihan"
585949,"Kalulu, Pierre"
598577,"Wirtz, Florian"
602105,Antony
610442,"Hojlund, Rasmus"
624690,"Kone, Manu"
627442,"Sesko, Benjamin"
640428,"Camavinga, Eduardo"
655488,"Martinelli, Gabriel"
659542,"Wahi, Elye"
683840,Pedri
709187,"Williams, Nico"
776890,"Jackson, Nicolas"
