ID,Name
254,"Podolski, Lukas"
401,"Modeste, Anthony"
700,"Panucci, Christian"
717,"Vieira, Patrick"
731,"Reiziger, Michael"
734,"Davids, Edgar"
787,"Gattuso, Gennaro"
790,"Shevchenko, Andriy"
812,"Pirlo, Andrea"
830,"Seedorf, Clarence"
834,Rivaldo
848,Kaka
888,"Nazario, Ronaldo"
893,Emerson
898,Alexandre Pato
900,"Aubameyang, Pierre-Emerick"
901,"Silva, Thiago"
905,"Zambrotta, Gianluca"
913,Ronaldinho
926,"Huntelaar, Klaas-Jan"
940,"Boateng, Kevin-Prince"
944,"Ibrahimovic, Zlatan"
973,"Montolivo, Riccardo"
974,"de Jong, Nigel"
978,"Balotelli, Mario"
1021,"Torres, Fernando"
1052,"Bonucci, Leonardo"
1053,"Rodriguez, Ricardo"
1059,"Kessie, Franck"
1065,"Silva, Andre"
1079,"Higuain, Gonzalo"
1084,"Hernandez, Theo"
1089,"Rebic, Ante"
1101,"Tonali, Sandro"
1111,"Maignan, Mike"
1119,"Giroud, Olivier"
1267,"Anelka, Nicolas"
1285,"Ljungberg, Freddie"
1303,"Henry, Thierry"
1319,"Toure, Kolo"
1354,"van Persie, Robin"
1365,"Adebayor, Emmanuel"
1366,"Bendtner, Nicklas"
1377,"Rosicky, Tomas"
1380,"Fabianski, Lukasz"
1400,"Vela, Carlos"
1416,"Martinez, Emiliano"
1417,"Mertesacker, Per"
1426,Gervinho
1446,"Ozil, Mesut"
1463,"Cech, Petr"
1473,"Xhaka, Granit"
1479,"Kolasinac, Sead"
1499,"Saka, Bukayo"
1501,David Luiz
1512,"Balogun, Folarin"
1519,"Saliba, William"
1521,"Partey, Thomas"
1524,"Odegaard, Martin"
1526,"Ramsdale, Aaron"
1542,"Kiwior, Jakub"
1560,"Havertz, Kai"
1733,"Totti, Francesco"
1843,"Chivu, Cristian"
1885,"Pizarro, David"
1889,"Vucinic, Mirko"
1943,"Pjanic, Miralem"
1953,Marquinhos
1976,Maicon
1998,"Paredes, Leandro"
2012,"Digne, Lucas"
2027,"Dzeko, Edin"
2055,"Kolarov, Aleksandar"
2069,"Schick, Patrik"
2082,"Zaniolo, Nicolo"
2092,Roger Ibanez
2130,"Abraham, Tammy"
2155,"Ndicka, Evan"
2428,Gabi
2487,"Forlan, Diego"
2496,"Banega, Ever"
2499,"de Gea, David"
2515,"Godin, Diego"
2523,"Courtois, Thibaut"
2536,"Falcao, Radamel"
2559,"Villa, David"
2562,"Oblak, Jan"
2573,"Correa, Angel"
2575,"Jimenez, Raul"
2576,"Savic, Stefan"
2595,Diogo Jota
2617,Rodri
2632,"Trippier, Kieran"
2650,"Suarez, Luis"
2676,"Witsel, Axel"
2680,"Depay, Memphis"
2884,"Berbatov, Dimitar"
2944,"Vidal, Arturo"
2963,"Kampl, Kevin"
2987,"Carvajal, Daniel"
2995,"Milik, Arkadiusz"
3003,"Guardado, Andres"
3027,Chicharito
3034,"Bailey, Leon"
3035,"Volland, Kevin"
3061,"Frimpong, Jeremie"
3085,"Hlozek, Adam"
3370,"Gundogan, Ilkay"
3379,"Reus, Marco"
3412,"Isak, Alexander"
3418,"Sancho, Jadon"
3429,"Hakimi, Achraf"
3438,"Reyna, Giovanni"
3442,"Haaland, Erling"
3444,"Meunier, Thomas"
3450,"Kobel, Gregor"
3468,"Ryerson, Julian"
3735,"ter Stegen, Marc-Andre"
3766,"de Jong, Luuk"
3772,"Sommer, Yann"
3780,"Christensen, Andreas"
3818,"Thuram, Marcus"
4153,"Trapp, Kevin"
4227,"Kostic, Filip"
4257,"Lindstrom, Jesper"
4274,"Kolo Muani, Randal"
4434,"Salihamidzic, Hasan"
4454,"Makaay, Roy"
4469,"Ribery, Franck"
4470,"Klose, Miroslav"
4493,"Neuer, Manuel"
4494,"Boateng, Jerome"
4501,"Hojbjerg, Pierre-Emile"
4512,"Bernat, Juan"
4513,"Alonso, Xabi"
4522,"Kimmich, Joshua"
4524,"Coman, Kingsley"
4547,"Davies, Alphonso"
4549,"Goretzka, Leon"
4552,"Pavard, Benjamin"
4558,"Coutinho, Philippe"
4577,"Sane, Leroy"
4585,"Sabitzer, Marcel"
4600,"Mazraoui, Noussair"
4603,"Mane, Sadio"
4606,"Laimer, Konrad"
4836,"Rooney, Wayne"
4891,"Saha, Louis"
4916,"Stones, John"
4925,"Barry, Gareth"
4943,"Eto'o, Samuel"
4987,Richarlison
5195,"Diouf, El-Hadji"
5213,"Morientes, Fernando"
5236,"Kuyt, Dirk"
5255,"Gulacsi, Peter"
5283,"Henderson, Jordan"
5334,"Matip, Joel"
5351,"Keita, Naby"
5372,"Elliott, Harvey"
5624,"Rakitic, Ivan"
5660,Raul
5701,"McKennie, Weston"
6452,"Khedira, Sami"
