ID,Name
10,"Klose, Miroslav"
77,Lucio
208,"Kuffour, Samuel"
214,"Salihamidzic, Hasan"
1397,"Owen, Michael"
1725,"Christiansen, Jesper"
2904,"Marquez, Rafa"
3140,Ronaldo
3144,"Keane, Robbie"
3160,"Terry, John"
3183,"Vieira, Patrick"
3207,"Henry, Thierry"
3220,"Riise, John Arne"
3291,"Barry, Gareth"
3332,"Rooney, Wayne"
3366,Kaka
3372,Rivaldo
3373,Ronaldinho
3393,"Silvestre, Mikael"
3407,"van Nistelrooy, Ruud"
3408,"Forlan, Diego"
3428,"Stankovic, Dejan"
3446,"Figo, Luis"
3455,"Ibrahimovic, Zlatan"
3522,"Shevchenko, Andriy"
3597,"Carragher, Jamie"
3603,"Nedved, Pavel"
3700,"Kanoute, Frederic"
3854,"Riquelme, Juan Roman"
3924,"Drogba, Didier"
4168,"Seedorf, Clarence"
4171,"Nesta, Alessandro"
4257,"Eto'o, Samuel"
4276,"Tevez, Carlos"
4289,"Del Piero, Alessandro"
4360,"Robben, Arjen"
4375,"Reiziger, Michael"
4380,"van Persie, Robin"
4672,"de Jong, Nigel"
4673,"Sneijder, Wesley"
5023,"Buffon, Gianluigi"
5283,"Abidal, Eric"
5588,"Essien, Michael"
5748,"Tacchinardi, Alessio"
5757,"Zambrotta, Gianluca"
5758,"Davids, Edgar"
5818,"Ambrosini, Massimo"
5821,"Inzaghi, Filippo"
5876,Adriano
5879,"Mutu, Adrian"
5938,"Samuel, Walter"
5947,"De Rossi, Daniele"
5958,"Totti, Francesco"
5980,"Toni, Luca"
7349,Raul
7514,"Helguera, Ivan"
7520,"Cambiasso, Esteban"
7531,"Morientes, Fernando"
7607,Xavi
8019,Simao
8806,"Fabregas, Cesc"
8883,"Adebayor, Emmanuel"
9828,"Carvalho, Ricardo"
13168,"Meireles, Raul"
15378,"Arshavin, Andrey"
15799,"Cazorla, Santi"
15956,"Navas, Jesus"
17965,"Lloris, Hugo"
18922,"Benzema, Karim"
18944,"Pique, Gerard"
19981,"Mascherano, Javier"
20005,Papu Gomez
20506,"Guardado, Andres"
21369,"Turan, Arda"
22202,"Milito, Diego"
22412,Julio Cesar
23914,"Diarra, Lassana"
23951,"Mandanda, Steve"
24180,"Skrtel, Martin"
26399,"Aguero, Sergio"
26485,"Boateng, Jerome"
27992,"Modric, Luka"
28003,"Messi, Lionel"
28021,"Handanovic, Samir"
28396,"Dzeko, Edin"
29241,"Silva, Thiago"
33481,Gervinho
34557,"Bendtner, Nicklas"
34987,"Yilmaz, Burak"
37579,Alexandre Pato
37666,"Vidal, Arturo"
39152,"Falcao, Radamel"
39153,"Higuain, Gonzalo"
39728,"Hummels, Mats"
40433,"Sanchez, Alexis"
41384,"Arnautovic, Marko"
41982,"Nainggolan, Radja"
42460,"Perisic, Ivan"
44352,"Suarez, Luis"
44716,"Marchisio, Claudio"
45146,"Balotelli, Mario"
45320,"Di Maria, Angel"
45865,"Cardozo, Oscar"
46580,"Kramaric, Andrej"
46741,David Luiz
48298,"Stindl, Lars"
50512,"Modeste, Anthony"
51471,"Kovacic, Mateo"
54781,"Otamendi, Nicolas"
54928,"Godin, Diego"
58358,"Muller, Thomas"
58864,"Aubameyang, Pierre-Emerick"
59016,"Alaba, David"
59377,"de Gea, David"
68290,Neymar
73794,"Zapata, Duvan"
74842,"Gotze, Mario"
80444,"Coutinho, Philippe"
82009,"Volland, Kevin"
82105,"Matip, Joel"
85314,Oscar
91970,"Cuadrado, Juan"
93128,"Koulibaly, Kalidou"
93720,"Lacazette, Alexandre"
94529,"El Shaarawy, Stephan"
102017,Jorginho
102558,"Verratti, Marco"
105470,Alisson
105521,"Immobile, Ciro"
108390,"Courtois, Thibaut"
111873,"Martinez, Emiliano"
121483,"Oblak, Jan"
125781,"Griezmann, Antoine"
126414,"Calhanoglu, Hakan"
126664,"Digne, Lucas"
126719,"Bernat, Juan"
128220,Luis Alberto
129083,"Zamorano, Ivan"
132098,"Kane, Harry"
140776,"Carrasco, Yannick"
141660,"Lingard, Jesse"
144028,"Trossard, Leandro"
167799,"Hojbjerg, Pierre-Emile"
170986,"Guerreiro, Raphael"
171424,"Mahrez, Riyad"
176553,"Laporte, Aymeric"
181136,"Zielinski, Piotr"
181579,"Ward-Prowse, James"
181767,Marquinhos
182712,"Cancelo, Joao"
182913,"Rabiot, Adrien"
191891,"Milik, Arkadiusz"
193082,"Grimaldo, Alejandro"
196948,"Christensen, Andreas"
197300,"Bernardeschi, Federico"
197838,"Vardy, Jamie"
198008,"Silva, Andre"
204069,"Skriniar, Milan"
204103,"Traore, Adama"
223967,"Laimer, Konrad"
230784,"Partey, Thomas"
234509,"Onana, Andre"
234803,"Robertson, Andrew"
241641,"Silva, Bernardo"
242086,"Schick, Patrik"
243714,"Coman, Kingsley"
251664,"Toney, Ivan"
255508,"Williams, Inaki"
258004,"Dias, Ruben"
260827,"Andersen, Joachim"
277179,Angelino
281963,"Hernandez, Lucas"
283628,"Soucek, Tomas"
284165,"Bergwijn, Steven"
284730,"Akanji, Manuel"
287579,"Amrabat, Sofyan"
294057,"Maddison, James"
302215,"Keita, Naby"
316264,"Odegaard, Martin"
321247,"Buendia, Emiliano"
321528,"Dumfries, Denzel"
323704,Malcom
326029,"Malen, Donyell"
331726,"Abraham, Tammy"
332697,"McKennie, Weston"
333241,Joelinton
339808,"Hernandez, Theo"
340456,"Mazraoui, Noussair"
340950,Diogo Jota
349599,"Estupinan, Pervis"
351816,"Bennacer, Ismael"
353366,"Pavard, Benjamin"
354361,"Anguissa, Frank"
354362,"Bentancur, Rodrigo"
357164,"Leao, Rafael"
357565,Rodri
357662,"Rice, Declan"
371998,Vinicius Junior
375885,"Sangare, Ibrahim"
392765,"Smith Rowe, Emile"
395516,"Diaby, Moussa"
397033,"Tonali, Sandro"
398065,"Barnes, Harvey"
398184,"Torres, Ferran"
401923,"Osimhen, Victor"
406040,"Lookman, Ademola"
406625,"Martinez, Lautaro"
411295,Raphinha
413112,"Tchouameni, Aurelien"
418560,"Haaland, Erling"
423440,"Zubimendi, Martin"
427568,"Ramsdale, Aaron"
432090,"Fagioli, Nicolo"
442531,"Mendy, Edouard"
463603,"Badiashile, Benoit"
469822,"Neres, David"
478573,"Gravenberch, Ryan"
480692,"Diaz, Luis"
485706,"Onana, Amadou"
486031,"Gonzalez, Nico"
486049,"Doku, Jeremy"
503733,"Gordon, Anthony"
503749,"Ramsey, Jacob"
503770,"Balogun, Folarin"
504215,"Reyna, Giovanni"
504849,"Mitoma, Kaoru"
513245,"Lindstrom, Jesper"
517894,"Cunha, Matheus"
525247,"Kilman, Maximilian"
543382,"Camara, Mohamed"
553875,"Porro, Pedro"
564545,"Tapsoba, Edmond"
565822,"Elliott, Harvey"
580195,"Musiala, Jamal"
581678,"Bellingham, Jude"
585949,"Kalulu, Pierre"
598577,"Wirtz, Florian"
605184,"Todibo, Jean-Clair"
624690,"Kone, Manu"
650568,"Silva, Antonio"
709187,"Williams, Nico"
776890,"Jackson, Nicolas"
808509,Danilo
