ID,Name
734,"Davids, Edgar"
787,"Gattuso, Gennaro"
812,"Pirlo, Andrea"
817,"Inzaghi, Filippo"
834,Rivaldo
848,Kaka
888,"Nazario, Ronaldo"
912,"Beckham, David"
913,Ronaldinho
926,"Huntelaar, Klaas-Jan"
959,"El Shaarawy, Stephan"
973,"Montolivo, Riccardo"
978,"Balotelli, Mario"
997,"Honda, Keisuke"
1004,"Donnarumma, Gianluigi"
1014,"Locatelli, Manuel"
1060,"Calhanoglu, Hakan"
1075,Lucas Paqueta
1084,"Hernandez, Theo"
1089,"Rebic, Ante"
1100,"Dalot, Diogo"
1128,"De Ketelaere, Charles"
1267,"Anelka, Nicolas"
1281,"Cole, Ashley"
1303,"Henry, Thierry"
1319,"Toure, Kolo"
1336,"Clichy, Gael"
1340,"Fabregas, Cesc"
1369,"Gallas, William"
1380,"Fabianski, Lukasz"
1387,"Szczesny, Wojciech"
1426,Gervinho
1436,"Cazorla, Santi"
1438,"Gnabry, Serge"
1446,"Ozil, Mesut"
1463,"Cech, Petr"
1479,"Kolasinac, Sead"
1486,"Willock, Joe"
1501,David Luiz
1512,"Balogun, Folarin"
1521,"Partey, Thomas"
1531,"White, Ben"
1542,"Kiwior, Jakub"
1544,"Zinchenko, Oleksandr"
1557,"Jesus, Gabriel"
1733,"Totti, Francesco"
1774,"Helguera, Ivan"
1817,"Samuel, Walter"
1871,"Kuffour, Samuel"
1885,"Pizarro, David"
1923,"Toni, Luca"
1934,Adriano
1976,Maicon
2009,"Rudiger, Antonio"
2027,"Dzeko, Edin"
2032,Alisson
2092,Roger Ibanez
2117,Pedro
2156,"Aouar, Houssem"
2474,"Aguero, Sergio"
2485,Simao
2487,"Forlan, Diego"
2496,"Banega, Ever"
2532,Diego
2573,"Correa, Angel"
2575,"Jimenez, Raul"
2583,"Martinez, Jackson"
2639,"Felix, Joao"
2650,"Suarez, Luis"
2664,"De Paul, Rodrigo"
2680,"Depay, Memphis"
2686,"Azpilicueta, Cesar"
2877,Lucio
2884,"Berbatov, Dimitar"
2987,"Carvajal, Daniel"
2995,"Milik, Arkadiusz"
3002,"Can, Emre"
3003,"Guardado, Andres"
3007,"Brandt, Julian"
3008,"Son, Heung-min"
3027,Chicharito
3034,"Bailey, Leon"
3057,"Wirtz, Florian"
3061,"Frimpong, Jeremie"
3073,"Andrich, Robert"
3084,"Hudson-Odoi, Callum"
3366,"Lewandowski, Robert"
3370,"Gundogan, Ilkay"
3379,"Reus, Marco"
3388,"Ginter, Matthias"
3394,"Immobile, Ciro"
3403,"Pulisic, Christian"
3410,"Dembele, Ousmane"
3412,"Isak, Alexander"
3418,"Sancho, Jadon"
3438,"Reyna, Giovanni"
3442,"Haaland, Erling"
3772,"Sommer, Yann"
3811,"Plea, Alassane"
3818,"Thuram, Marcus"
4218,"Jovic, Luka"
4227,"Kostic, Filip"
4434,"Salihamidzic, Hasan"
4447,"Lahm, Philipp"
4454,"Makaay, Roy"
4470,"Klose, Miroslav"
4475,"Muller, Thomas"
4493,"Neuer, Manuel"
4501,"Hojbjerg, Pierre-Emile"
4502,"Shaqiri, Xherdan"
4524,"Coman, Kingsley"
4526,"Costa, Douglas"
4547,"Davies, Alphonso"
4549,"Goretzka, Leon"
4558,"Coutinho, Philippe"
4577,"Sane, Leroy"
4925,"Barry, Gareth"
4929,"Lukaku, Romelu"
4943,"Eto'o, Samuel"
4960,"Lookman, Ademola"
4987,Richarlison
5013,"Alli, Dele"
5146,"Carragher, Jamie"
5187,"Baros, Milan"
5195,"Diouf, El-Hadji"
5231,"Mascherano, Javier"
5240,"Skrtel, Martin"
5283,"Henderson, Jordan"
5307,"Aspas, Iago"
5327,"Milner, James"
5334,"Matip, Joel"
5344,"Robertson, Andrew"
5351,"Keita, Naby"
5665,"Fuchs, Christian"
6677,Roberto Carlos
6696,"Zamorano, Ivan"
6782,"Stankovic, Dejan"
6816,"Figo, Luis"
6876,"Arnautovic, Marko"
6945,"Icardi, Mauro"
6957,"Medel, Gary"
6958,"Brozovic, Marcelo"
6992,"Skriniar, Milan"
7000,"de Vrij, Stefan"
7028,"Barella, Nicolo"
7271,"Baumann, Oliver"
9112,"Puyol, Carles"
9148,"Riquelme, Juan Roman"
9153,"Marquez, Rafa"
9169,"Messi, Lionel"
9171,"Larsson, Henrik"
9192,"Abidal, Eric"
9220,"Alba, Jordi"
9273,"de Jong, Frenkie"
9497,"Kanoute, Frederic"
9498,"Defoe, Jermain"
9512,"Carrick, Michael"
9543,"Bale, Gareth"
9551,"Modric, Luka"
9562,"Walker, Kyle"
9586,"Dempsey, Clint"
9595,"Chadli, Nacer"
9616,"Edwards, Marcus"
9640,"Bergwijn, Steven"
9666,"Porro, Pedro"
9865,Joaquin
10056,"Rodriguez, Guido"
10295,"Evra, Patrice"
10421,"Moutinho, Joao"
10450,"Mbappe, Kylian"
10478,"Badiashile, Benoit"
10501,"Ben Yedder, Wissam"
10505,"Disasi, Axel"
10530,"Camara, Mohamed"
11211,"Shaw, Luke"
11289,"Broja, Armando"
11493,"Tevez, Carlos"
12337,"Aimar, Pablo"
12339,"Salas, Marcelo"
12585,"Alvarez, Julian"
13728,"Moreno, Gerard"
13776,Angelino
14148,"Drogba, Didier"
14269,"Anguissa, Frank"
14708,"Aguerd, Nayef"
15228,"Zaccagni, Mattia"
15313,"Amrabat, Sofyan"
15639,"Pantilimon, Costel"
15649,Fernandinho
15882,"Zapata, Duvan"
16296,"Cardozo, Oscar"
16336,"Lindelof, Victor"
16348,"Guedes, Goncalo"
16417,"Neres, David"
17268,"Almiron, Miguel"
18920,"Acuna, Marcos"
18923,Papu Gomez
19032,"Ferdinand, Rio"
19167,"Ba, Demba"
20423,"Madueke, Noni"
20645,"Nedved, Pavel"
20820,Nani
21511,"Terry, John"
21545,"Cash, Matty"
21904,"Cuadrado, Juan"
21925,"Zielinski, Piotr"
21991,"Fofana, Seko"
22318,"Rabiot, Adrien"
23300,Guti
23352,"Ronaldo, Cristiano"
23362,Casemiro
23387,"Valverde, Federico"
23396,"Hazard, Eden"
23694,"Ilicic, Josip"
23710,"Chiesa, Federico"
23878,"Tacchinardi, Alessio"
24033,"Fagioli, Nicolo"
24190,"Baumgartner, Christoph"
24871,"Gibbs-White, Morgan"
25127,"Verratti, Marco"
25145,"Nkunku, Christopher"
25172,"Mendes, Nuno"
25187,"Ugarte, Manuel"
26158,"Alvarez, Edson"
26172,"Kudus, Mohammed"
26883,"Ivanovic, Branislav"
26923,"Chilwell, Ben"
26935,"Fofana, Wesley"
26938,"Colwill, Levi"
28082,"Johnson, Brennan"
28112,Danilo
28668,"Costa, Diogo"
30338,"Hojlund, Rasmus"
31163,"Andersen, Joachim"
32629,"Rashford, Marcus"
33330,"Barnes, Harvey"
35504,"Gaya, Jose"
35706,"Chukwueze, Samuel"
36131,"David, Jonathan"
42945,"Hamsik, Marek"
43003,"Kvaratskhelia, Khvicha"
43004,"Raspadori, Giacomo"
44509,"Tsygankov, Viktor"
44883,"Orban, Willi"
44911,"Gvardiol, Josko"
44921,"Sesko, Benjamin"
45234,"Kerkez, Milos"
54440,"Buchanan, Tajon"
