ID,Name
10,"Klose, Miroslav"
206,"Kahn, Oliver"
1397,"Owen, Michael"
3109,"Gerrard, Steven"
3111,"Zidane, Zinedine"
3139,"Beckham, David"
3140,Ronaldo
3144,"Keane, Robbie"
3183,"Vieira, Patrick"
3185,"Pires, Robert"
3188,"Wiltord, Sylvain"
3202,"Toure, Kolo"
3226,"Anelka, Nicolas"
3366,Kaka
3372,Rivaldo
3373,Ronaldinho
3396,"Keane, Roy"
3397,"Scholes, Paul"
3403,"Neville, Gary"
3407,"van Nistelrooy, Ruud"
3428,"Stankovic, Dejan"
3446,"Figo, Luis"
3455,"Ibrahimovic, Zlatan"
3603,"Nedved, Pavel"
3966,"Cisse, Djibril"
3979,"Casillas, Iker"
4072,"Crouch, Peter"
4171,"Nesta, Alessandro"
4257,"Eto'o, Samuel"
4289,"Del Piero, Alessandro"
4317,Maxwell
4375,"Reiziger, Michael"
4380,"van Persie, Robin"
4672,"de Jong, Nigel"
5285,"Evra, Patrice"
5588,"Essien, Michael"
5758,"Davids, Edgar"
5800,Dida
5803,"Maldini, Paolo"
5817,"Pirlo, Andrea"
5821,"Inzaghi, Filippo"
5876,Adriano
5879,"Mutu, Adrian"
5938,"Samuel, Walter"
5940,"Panucci, Christian"
5947,"De Rossi, Daniele"
7449,"Clichy, Gael"
7530,Guti
7594,"Puyol, Carles"
7825,"Reina, Pepe"
7980,"Villa, David"
8198,"Ronaldo, Cristiano"
8564,Deco
8806,"Fabregas, Cesc"
8883,"Adebayor, Emmanuel"
9594,"Kompany, Vincent"
9828,"Carvalho, Ricardo"
13091,"Toure, Yaya"
13168,"Meireles, Raul"
14132,Pepe
15511,Robinho
15799,"Cazorla, Santi"
15951,Dani Alves
16922,"Boateng, Kevin-Prince"
17259,"Neuer, Manuel"
18301,Maicon
18922,"Benzema, Karim"
19726,"Vidic, Nemanja"
19981,"Mascherano, Javier"
20005,Papu Gomez
20506,"Guardado, Andres"
21369,"Turan, Arda"
22068,"Ribery, Franck"
