ID,Name
65,"Berbatov, Dimitar"
70,Emerson
132,"Rosicky, Tomas"
208,"Kuffour, Samuel"
532,"Pizarro, Claudio"
1397,"Owen, Michael"
2514,"Schweinsteiger, Bastian"
3111,"Zidane, Zinedine"
3139,"Beckham, David"
3140,Ronaldo
3156,"Gallas, William"
3182,"Cole, Ashley"
3183,"Vieira, Patrick"
3185,"Pires, Robert"
3207,"Henry, Thierry"
3216,"Baros, Milan"
3226,"Anelka, Nicolas"
3291,"Barry, Gareth"
3332,"Rooney, Wayne"
3333,"Milner, James"
3366,Kaka
3373,Ronaldinho
3393,"Silvestre, Mikael"
3394,"Solskjaer, Ole Gunnar"
3403,"Neville, Gary"
3407,"van Nistelrooy, Ruud"
3408,"Forlan, Diego"
3415,"Salas, Marcelo"
3446,"Figo, Luis"
3455,"Ibrahimovic, Zlatan"
3515,"van Bommel, Mark"
3522,"Shevchenko, Andriy"
3603,"Nedved, Pavel"
3854,"Riquelme, Juan Roman"
3875,"Defoe, Jermain"
3924,"Drogba, Didier"
3979,"Casillas, Iker"
3994,"Makaay, Roy"
4015,"Saha, Louis"
4317,Maxwell
4375,"Reiziger, Michael"
4380,"van Persie, Robin"
4672,"de Jong, Nigel"
5588,"Essien, Michael"
5658,"Cech, Petr"
5758,"Davids, Edgar"
5800,Dida
5876,Adriano
5938,"Samuel, Walter"
5958,"Totti, Francesco"
5980,"Toni, Luca"
7476,"Alonso, Xabi"
7530,Guti
7531,"Morientes, Fernando"
7589,"Valdes, Victor"
7602,"Motta, Thiago"
7663,Joaquin
7767,"Torres, Fernando"
7825,"Reina, Pepe"
8019,Simao
8883,"Adebayor, Emmanuel"
15511,Robinho
15799,"Cazorla, Santi"
16306,Casemiro
16911,"Schmeichel, Kasper"
17965,"Lloris, Hugo"
18301,Maicon
22969,Gabi
23914,"Diarra, Lassana"
25557,"Ramos, Sergio"
26399,"Aguero, Sergio"
28003,"Messi, Lionel"
29241,"Silva, Thiago"
30739,"Mikel, John Obi"
33481,Gervinho
33706,Nani
34987,"Yilmaz, Burak"
35047,"Witsel, Axel"
35537,Felipe Melo
35664,"Ozil, Mesut"
35773,"Vela, Carlos"
36139,"Tadic, Dusan"
36827,"Ivanovic, Branislav"
37579,Alexandre Pato
37647,"Payet, Dimitri"
37666,"Vidal, Arturo"
38253,"Lewandowski, Robert"
39152,"Falcao, Radamel"
39153,"Higuain, Gonzalo"
44162,"Pjanic, Miralem"
44501,Marcelo
44716,"Marchisio, Claudio"
45146,"Balotelli, Mario"
45865,"Cardozo, Oscar"
48298,"Stindl, Lars"
49499,"Wijnaldum, Georginio"
50570,"Lavezzi, Ezequiel"
51471,"Kovacic, Mateo"
54928,"Godin, Diego"
56416,"Mertens, Dries"
57500,"Azpilicueta, Cesar"
58358,"Muller, Thomas"
58864,"Aubameyang, Pierre-Emerick"
65278,Pedro
66521,"Honda, Keisuke"
68863,"Icardi, Mauro"
73794,"Zapata, Duvan"
74229,Koke
79960,Alex Sandro
86202,"Rudiger, Antonio"
93128,"Koulibaly, Kalidou"
93720,"Lacazette, Alexandre"
95424,"Walker, Kyle"
111873,"Martinez, Emiliano"
121483,"Oblak, Jan"
122153,"Pogba, Paul"
126414,"Calhanoglu, Hakan"
126664,"Digne, Lucas"
131789,"Firmino, Roberto"
132098,"Kane, Harry"
133964,"Insigne, Lorenzo"
139208,"van Dijk, Virgil"
140776,"Carrasco, Yannick"
145988,"Zaha, Wilfried"
156617,"Brozovic, Marcelo"
159471,"Gnabry, Serge"
166237,"Paredes, Leandro"
167329,"Plea, Alassane"
167799,"Hojbjerg, Pierre-Emile"
170986,"Guerreiro, Raphael"
171424,"Mahrez, Riyad"
176553,"Laporte, Aymeric"
177467,"Moreno, Gerard"
181375,"Haller, Sebastien"
181579,"Ward-Prowse, James"
181767,Marquinhos
182712,"Cancelo, Joao"
192735,"Lobotka, Stanislav"
197838,"Vardy, Jamie"
198008,"Silva, Andre"
203853,"Zinchenko, Oleksandr"
204069,"Skriniar, Milan"
204103,"Traore, Adama"
207929,"Alli, Dele"
215876,"Pereira, Ricardo"
217111,"Ziyech, Hakim"
225122,"Guedes, Goncalo"
230784,"Partey, Thomas"
231572,"Semedo, Nelson"
234509,"Onana, Andre"
234803,"Robertson, Andrew"
243714,"Coman, Kingsley"
250845,"Gimenez, Jose Maria"
257455,"Palhinha, Joao"
258004,"Dias, Ruben"
260827,"Andersen, Joachim"
266302,"Milinkovic-Savic, Sergej"
266807,"Correa, Angel"
274839,"Ndidi, Wilfred"
281963,"Hernandez, Lucas"
284857,"Cucurella, Marc"
286297,"Pellegrini, Lorenzo"
287579,"Amrabat, Sofyan"
288230,"Dembele, Ousmane"
291417,"Mendy, Ferland"
294808,"Kessie, Franck"
303254,"Tomori, Fikayo"
316125,"Chilwell, Ben"
318528,"Thuram, Marcus"
321247,"Buendia, Emiliano"
339808,"Hernandez, Theo"
340879,"Demiral, Merih"
340950,Diogo Jota
341092,"Chiesa, Federico"
342229,"Mbappe, Kylian"
342385,"Rodriguez, Guido"
351478,"Oyarzabal, Mikel"
351749,"Phillips, Kalvin"
354361,"Anguissa, Frank"
354362,"Bentancur, Rodrigo"
355915,"Romero, Cristian"
357147,"Dalot, Diogo"
357565,Rodri
361914,"Aguerd, Nayef"
369081,"Valverde, Federico"
387626,"Bailey, Leon"
392757,"Guehi, Marc"
399776,"Torres, Pau"
401173,"Sancho, Jadon"
401356,"Alvarez, Edson"
401923,"Osimhen, Victor"
406040,"Lookman, Ademola"
406625,"Martinez, Lautaro"
413039,"Mbeumo, Bryan"
418560,"Haaland, Erling"
420243,"Timber, Jurrien"
424204,"Davies, Alphonso"
426620,"Goncalves, Pedro"
431755,"Kulusevski, Dejan"
432090,"Fagioli, Nicolo"
454567,"Kokcu, Orkun"
462250,"Felix, Joao"
463603,"Badiashile, Benoit"
472423,"James, Reece"
475959,"Gvardiol, Josko"
478573,"Gravenberch, Ryan"
486031,"Gonzalez, Nico"
487969,"Kolo Muani, Randal"
488362,"Gallagher, Conor"
513245,"Lindstrom, Jesper"
517894,"Cunha, Matheus"
520624,"Guimaraes, Bruno"
524481,Roger Ibanez
533738,"David, Jonathan"
537860,"Mudryk, Mykhaylo"
543382,"Camara, Mohamed"
543499,"Kudus, Mohammed"
566931,"Simons, Xavi"
571743,"Broja, Armando"
576024,"Alvarez, Julian"
581678,"Bellingham, Jude"
610442,"Hojlund, Rasmus"
659542,"Wahi, Elye"
699704,"Veiga, Gabri"
776890,"Jackson, Nicolas"
808509,Danilo
